Robot,LLM,Pose,Error,Joint
nao,claude,sit,0.0813438892364502,RHipRoll
nao,claude,sit,0.11236000061035156,RKneePitch
nao,gemini,sit,0.7973859310150146,RHipPitch
nao,gemini,sit,0.15714389801025397,RShoulderPitch
nao,gemini,sit,0.018412017822265536,LKneePitch
nao,gemini,sit,0.07972598075866699,RAnkleRoll
nao,gemini,sit,0.16029591083526618,LShoulderPitch
nao,gemini,sit,0.8005380630493164,LHipPitch
nao,gemini,sit,0.38275594711303706,LAnklePitch
nao,gemini,sit,0.5469320297241211,RHipYawPitch
nao,gemini,sit,0.07827591896057129,LAnkleRoll
nao,gemini,sit,0.5469320297241211,LHipYawPitch
nao,gemini,sit,0.3826720237731933,RAnklePitch
nao,gemini,sit,0.0827939510345459,LHipRoll
nao,gemini,sit,0.0813438892364502,RHipRoll
nao,gemini,sit,0.012360000610351474,RKneePitch
nao,deepseek,sit,0.002614068984985396,RHipPitch
nao,deepseek,sit,1.912856101989746,RShoulderPitch
nao,deepseek,sit,0.6184120178222656,LKneePitch
nao,deepseek,sit,0.07972598075866699,RAnkleRoll
nao,deepseek,sit,1.9097040891647339,LShoulderPitch
nao,deepseek,sit,0.0005380630493163618,LHipPitch
nao,deepseek,sit,0.38275594711303706,LAnklePitch
nao,deepseek,sit,0.2469320297241211,RHipYawPitch
nao,deepseek,sit,0.07827591896057129,LAnkleRoll
nao,deepseek,sit,0.2469320297241211,LHipYawPitch
nao,deepseek,sit,0.3826720237731933,RAnklePitch
nao,deepseek,sit,0.0827939510345459,LHipRoll
nao,deepseek,sit,0.0813438892364502,RHipRoll
nao,deepseek,sit,0.6123600006103516,RKneePitch
atlas,chat,salute,1.373483870967742,LArmShx
atlas,chat,salute,2.3,RArmUsy
atlas,chat,salute,0.30000000000000004,RArmEly
atlas,chat,salute,1.8561899999999998,RArmElx
atlas,chat,salute,0.2,RArmMwx
atlas,claude,salute,1.573483870967742,LArmShx
atlas,claude,salute,1.8,RArmUsy
atlas,claude,salute,0.07000000000000006,RArmEly
atlas,claude,salute,0.7861899999999997,RArmElx
atlas,claude,salute,0.7,RArmMwx
atlas,gemini,salute,1.373483870967742,LArmShx
atlas,gemini,salute,0.7,RArmUsy
atlas,gemini,salute,3.0708,RArmEly
atlas,gemini,salute,2.35619,RArmElx
atlas,gemini,salute,0.2,RArmMwx
atlas,deepseek,salute,0.5734838709677419,LArmShx
atlas,deepseek,salute,0.30000000000000004,RArmEly
atlas,deepseek,salute,1.3561899999999998,RArmElx
atlas,deepseek,salute,0.2,RArmMwx
atlas,chat,superhero,1.6,LArmShx
atlas,chat,superhero,1.53,LArmEly
atlas,chat,superhero,1.5,LArmElx
atlas,chat,superhero,1.6,RArmShx
atlas,chat,superhero,1.53,RArmEly
atlas,chat,superhero,1.5,RArmElx
atlas,claude,superhero,1.0,LArmShx
atlas,claude,superhero,1.5292000000000001,LArmEly
atlas,claude,superhero,0.07079999999999997,LArmElx
atlas,claude,superhero,1.0,RArmShx
atlas,claude,superhero,1.5292000000000001,RArmEly
atlas,claude,superhero,0.07079999999999997,RArmElx
atlas,gemini,superhero,2.5708,LArmShx
atlas,gemini,superhero,1.5292000000000001,LArmEly
atlas,gemini,superhero,0.7146,LArmElx
atlas,gemini,superhero,2.5708,RArmShx
atlas,gemini,superhero,1.5292000000000001,RArmEly
atlas,gemini,superhero,0.7146,RArmElx
atlas,deepseek,superhero,1.8,LArmShx
atlas,deepseek,superhero,1.53,LArmEly
atlas,deepseek,superhero,0.07000000000000006,LArmElx
atlas,deepseek,superhero,1.8,RArmShx
atlas,deepseek,superhero,1.53,RArmEly
atlas,deepseek,superhero,0.07000000000000006,RArmElx
atlas,chat,sit,0.3400000000000001,LLegLhy
atlas,chat,sit,0.40000000000000013,LLegKny
atlas,chat,sit,0.3400000000000001,RLegLhy
atlas,chat,sit,0.40000000000000013,RLegKny
atlas,claude,sit,1.673483870967742,LArmShx
atlas,claude,sit,1.673483870967742,RArmShx
atlas,claude,sit,0.24,LLegLhy
atlas,claude,sit,0.40000000000000013,LLegKny
atlas,claude,sit,0.24,RLegLhy
atlas,claude,sit,0.40000000000000013,RLegKny
atlas,gemini,sit,1.373483870967742,LArmShx
atlas,gemini,sit,1.373483870967742,RArmShx
atlas,gemini,sit,0.010000000000000009,LLegLhy
atlas,gemini,sit,0.6500000000000001,LLegKny
atlas,gemini,sit,0.0050000000000001155,RLegLhy
atlas,gemini,sit,0.6500000000000001,RLegKny
atlas,deepseek,sit,1.373483870967742,LArmShx
atlas,deepseek,sit,1.373483870967742,RArmShx
atlas,deepseek,sit,0.74,LLegLhy
atlas,deepseek,sit,0.30000000000000004,LLegKny
atlas,deepseek,sit,0.74,RLegLhy
atlas,deepseek,sit,0.30000000000000004,RLegKny
h12,chat,T_pose,1.57,left_shoulder_roll_joint
h12,chat,T_pose,1.57,left_elbow_pitch_joint
h12,chat,T_pose,1.57,right_shoulder_roll_joint
h12,chat,T_pose,1.57,right_elbow_pitch_joint
h12,chat,T_pose,1.57,right_elbow_roll_joint
h12,claude,T_pose,3.1408,left_shoulder_roll_joint
h12,claude,T_pose,1.57,left_elbow_pitch_joint
h12,claude,T_pose,3.1408,right_shoulder_roll_joint
h12,claude,T_pose,1.57,right_elbow_pitch_joint
h12,claude,T_pose,1.57,right_elbow_roll_joint
h12,gemini,T_pose,1.57,left_shoulder_roll_joint
h12,gemini,T_pose,1.57,left_elbow_pitch_joint
h12,gemini,T_pose,1.57,right_shoulder_roll_joint
h12,gemini,T_pose,1.57,right_elbow_pitch_joint
h12,gemini,T_pose,1.57,right_elbow_roll_joint
h12,deepseek,T_pose,0.0007999999999999119,left_shoulder_roll_joint
h12,deepseek,T_pose,1.57,left_elbow_pitch_joint
h12,deepseek,T_pose,0.0007999999999999119,right_shoulder_roll_joint
h12,deepseek,T_pose,1.57,right_elbow_pitch_joint
h12,deepseek,T_pose,1.57,right_elbow_roll_joint
h12,chat,salute,1.1,right_shoulder_pitch_joint
h12,chat,salute,0.0,right_shoulder_roll_joint
h12,chat,salute,0.2,right_shoulder_yaw_joint
h12,chat,salute,0.7,right_elbow_pitch_joint
h12,claude,salute,1.5,right_shoulder_pitch_joint
h12,claude,salute,0.5700000000000001,right_shoulder_roll_joint
h12,claude,salute,0.5,right_shoulder_yaw_joint
h12,claude,salute,2.37,right_elbow_pitch_joint
h12,gemini,salute,0.7,right_shoulder_pitch_joint
h12,gemini,salute,0.9,right_shoulder_roll_joint
h12,gemini,salute,0.5,right_shoulder_yaw_joint
h12,gemini,salute,2.3,right_elbow_pitch_joint
h12,deepseek,salute,0.07000000000000006,right_shoulder_pitch_joint
h12,deepseek,salute,2.5700000000000003,right_shoulder_roll_joint
h12,deepseek,salute,0.5,right_shoulder_yaw_joint
h12,deepseek,salute,0.8,right_elbow_pitch_joint
h12,chat,superhero,0.20000000000000007,left_shoulder_roll_joint
h12,chat,superhero,1.0,left_shoulder_yaw_joint
h12,chat,superhero,0.20000000000000007,right_shoulder_roll_joint
h12,chat,superhero,1.0,right_shoulder_yaw_joint
h12,claude,superhero,0.77,left_shoulder_roll_joint
h12,claude,superhero,0.5700000000000001,left_shoulder_yaw_joint
h12,claude,superhero,0.77,right_shoulder_roll_joint
h12,claude,superhero,0.5700000000000001,right_shoulder_yaw_joint
h12,gemini,superhero,0.7707963267948965,left_shoulder_roll_joint
h12,gemini,superhero,1.0,left_shoulder_yaw_joint
h12,gemini,superhero,0.7707963267948965,right_shoulder_roll_joint
h12,gemini,superhero,1.0,right_shoulder_yaw_joint
h12,deepseek,superhero,0.77,left_shoulder_roll_joint
h12,deepseek,superhero,1.0,left_shoulder_yaw_joint
h12,deepseek,superhero,0.77,right_shoulder_roll_joint
h12,deepseek,superhero,1.0,right_shoulder_yaw_joint
h12,chat,sit,0.3708,left_hip_pitch_joint
h12,chat,sit,0.3999999999999999,left_knee_joint
h12,chat,sit,0.029200000000000004,left_ankle_pitch_joint
h12,chat,sit,0.3708,right_hip_pitch_joint
h12,chat,sit,0.3999999999999999,right_knee_joint
h12,chat,sit,0.029200000000000004,right_ankle_pitch_joint
h12,claude,sit,3.0708,left_hip_pitch_joint
h12,claude,sit,0.10000000000000009,left_knee_joint
h12,claude,sit,0.07079999999999997,left_ankle_pitch_joint
h12,claude,sit,3.0708,right_hip_pitch_joint
h12,claude,sit,0.10000000000000009,right_knee_joint
h12,claude,sit,0.07079999999999997,right_ankle_pitch_joint
h12,gemini,sit,0.0,left_hip_pitch_joint
h12,gemini,sit,0.0,left_knee_joint
h12,gemini,sit,0.0,left_ankle_pitch_joint
h12,gemini,sit,0.0,right_hip_pitch_joint
h12,gemini,sit,0.0,right_knee_joint
h12,gemini,sit,0.0,right_ankle_pitch_joint
h12,deepseek,sit,3.1408,left_hip_pitch_joint
h12,deepseek,sit,0.42999999999999994,left_knee_joint
h12,deepseek,sit,0.3558,left_ankle_pitch_joint
h12,deepseek,sit,3.1408,right_hip_pitch_joint
h12,deepseek,sit,0.42999999999999994,right_knee_joint
h12,deepseek,sit,0.3558,right_ankle_pitch_joint
khr3hv,chat,T_pose,1.57,LeftArm
khr3hv,chat,T_pose,1.57,RightArm
khr3hv,claude,T_pose,0.0,LeftArm
khr3hv,claude,T_pose,3.14,RightArm
khr3hv,gemini,T_pose,1.57,LeftArm
khr3hv,gemini,T_pose,1.57,RightArm
khr3hv,deepseek,T_pose,3.1408,LeftArm
khr3hv,deepseek,T_pose,0.0007999999999999119,RightArm
khr3hv,chat,salute,3.3,RightShoulder
khr3hv,chat,salute,0.10000000000000003,RightArm
khr3hv,chat,salute,0.5,RightElbow
khr3hv,chat,salute,1.8,RightForearm
khr3hv,claude,salute,1.1,RightShoulder
khr3hv,claude,salute,1.1,RightArm
khr3hv,claude,salute,2.67,RightElbow
khr3hv,claude,salute,1.3,RightForearm
khr3hv,gemini,salute,2.1,RightShoulder
khr3hv,gemini,salute,1.9708,RightArm
khr3hv,gemini,salute,1.1,RightElbow
khr3hv,gemini,salute,3.5708,RightForearm
khr3hv,deepseek,salute,3.67,RightShoulder
khr3hv,deepseek,salute,1.9700000000000002,RightArm
khr3hv,deepseek,salute,0.47,RightElbow
khr3hv,deepseek,salute,2.0,RightForearm
khr3hv,chat,superhero,0.29999999999999993,LeftArm
khr3hv,chat,superhero,3.0700000000000003,LeftElbow
khr3hv,chat,superhero,1.3,LeftForearm
khr3hv,chat,superhero,0.29999999999999993,RightArm
khr3hv,chat,superhero,3.0700000000000003,RightElbow
khr3hv,chat,superhero,1.7,RightForearm
khr3hv,claude,superhero,0.39999999999999997,LeftArm
khr3hv,claude,superhero,3.0700000000000003,LeftElbow
khr3hv,claude,superhero,1.0,LeftForearm
khr3hv,claude,superhero,1.0,RightArm
khr3hv,claude,superhero,0.07000000000000006,RightElbow
khr3hv,claude,superhero,1.0,RightForearm
khr3hv,gemini,superhero,0.8708,LeftArm
khr3hv,gemini,superhero,1.5,LeftElbow
khr3hv,gemini,superhero,1.5,LeftForearm
khr3hv,gemini,superhero,2.2708,RightArm
khr3hv,gemini,superhero,1.5,RightElbow
khr3hv,gemini,superhero,1.5,RightForearm
khr3hv,deepseek,superhero,0.8700000000000001,LeftArm
khr3hv,deepseek,superhero,1.5,LeftElbow
khr3hv,deepseek,superhero,1.5,LeftForearm
khr3hv,deepseek,superhero,2.27,RightArm
khr3hv,deepseek,superhero,1.5,RightElbow
khr3hv,deepseek,superhero,1.5,RightForearm
khr3hv,chat,sit,3.37,LeftFemur
khr3hv,chat,sit,3.37,LeftCrus
khr3hv,chat,sit,3.37,RightFemur
khr3hv,chat,sit,3.37,RightCrus
khr3hv,claude,sit,1.8,LeftFemur
khr3hv,claude,sit,0.22999999999999998,LeftCrus
khr3hv,claude,sit,1.8,RightFemur
khr3hv,claude,sit,0.22999999999999998,RightCrus
khr3hv,gemini,sit,3.3708,LeftFemur
khr3hv,gemini,sit,3.3708,LeftCrus
khr3hv,gemini,sit,3.3708,RightFemur
khr3hv,gemini,sit,3.3708,RightCrus
khr3hv,deepseek,sit,3.3,LeftFemur
khr3hv,deepseek,sit,3.6,LeftCrus
khr3hv,deepseek,sit,3.3,RightFemur
khr3hv,deepseek,sit,3.6,RightCrus
